senti_words,score
자꾸 무섭고,-1.0
자꾸 미루거나,-1.0
자꾸 방정맞게,-1.0
자꾸 방해가,-1.0
자꾸 버릇없게,-1.0
자꾸 버릇없이,-1.0
자꾸 보채거나,-1.0
자꾸 볼품없이,-1.0
자꾸 불만스럽게,-2.0
자꾸 불안하게,-1.0
자꾸 불평을,-2.0
자꾸 불평하는,-2.0
자꾸 불평하다,-2.0
자꾸 비굴하게,-2.0
자꾸 비틀거리는,-1.0
자꾸 빈둥거리는,-1.0
자꾸 빈정거리다,-2.0
자꾸 빤빤스럽게,-2.0
자꾸 뻔뻔스럽게,-2.0
자꾸 뽐내다,1.0
자꾸 설레다,1.0
자꾸 성가시게,-1.0
자꾸 성을,-1.0
자꾸 시근시근하다,-1.0
자꾸 시끄럽게,-1.0
자꾸 시름시름,-2.0
자꾸 시큰둥한,-1.0
자꾸 신경질적으로,-1.0
자꾸 쑤시는,-1.0
자꾸 쑤시다,-1.0
자꾸 쓰러지거나,-1.0
자꾸 쓰러질,-1.0
자꾸 아프다,-1.0
자꾸 앓는,-1.0
자꾸 앓다,-1.0
자꾸 애쓰는,-1.0
자꾸 애쓰다,-1.0
자꾸 얄미울,-2.0
자꾸 얄밉게,-2.0
자꾸 어색하다,-1.0
자꾸 어수선하게,-1.0
자꾸 어지럽게,-1.0
자꾸 얻어맞을,-1.0
자꾸 엿보거나,-1.0
자꾸 요란스럽게,-1.0
자꾸 우기거나,-1.0
자꾸 우기는,-1.0
자꾸 우는,-1.0
자꾸 우물쭈물하다,-1.0
자꾸 우쭐거리다,1.0
자꾸 울거나,-2.0
자꾸 울다,-2.0
자꾸 울음이,-2.0
자꾸 움직이는,-1.0
자꾸 움직이다,-1.0
자꾸 웃는,1.0
자꾸 웃다,1.0
자꾸 자린,-1.0
자꾸 자빠지다,-1.0
자꾸 저는,-1.0
자꾸 저리다,-1.0
자꾸 저린,-1.0
자꾸 절다,-1.0
자꾸 조르거나,-1.0
자꾸 좀스럽게,-2.0
자꾸 좀스럽고,-2.0
자꾸 주저주저하거나,-1.0
자꾸 주저주저하며,-1.0
자꾸 주책없이,-1.0
자꾸 지껄이는,-1.0
자꾸 지껄이다,-1.0
자꾸 짓궂은,-2.0
자꾸 짖궂게,-1.0
자꾸 짜증을,-1.0
자꾸 쩔쩔매거나,-1.0
자꾸 참견하다,-1.0
자꾸 처지는,-1.0
자꾸 치밀어,-1.0
자꾸 치사하고,-1.0
자꾸 토하려고,-1.0
자꾸 토할,-1.0
자꾸 피하는,-1.0
자꾸 헤매다,-1.0
자꾸 헷갈리어,-1.0
자꾸 화를,-1.0
자꾸 흐려지다,-1.0
자꾸 흔들리다,-1.0
자꾸 흘리다,-1.0
자꾸 흡족하게,2.0
자꾸 힘없이,-1.0
자라지 못하고,-1.0
자랑스런,1.0
자랑스럽다,2.0
자랑자랑하다,1.0
자랑하다,1.0
자리다,-1.0
자리자라한,-1.0
자리자리한,-1.0
자리자리한 느낌,-1.0
자리자리한 느낌이,-1.0
자린,-1.0
자린 느낌,-1.0
자린 느낌이,-1.0
자린 듯하다,-1.0
자린 듯한,-1.0
자린한 느낌,-1.0
자릿자릿하다,-1.0
자릿한,-1.0
자릿한 느낌,-1.0
자부하다,1.0
자비,1.0
자비가 넓고,2.0
자비로써,1.0
자비로운,1.0
자비로운 교훈,1.0
자비로움을,1.0
자비로움을 나타낸,1.0
자비를,1.0
자비를 베풀어,1.0
자비심으로,1.0
자비심이,1.0
자비심이 많아,1.0
자비의,1.0
자비의 마음으로,1.0
자빠지거나,-1.0
자빠지는,-1.0
자빠지는 모양,-1.0
자빠지다,-1.0
자상하게,2.0
자상하다,2.0
자세하고 정확하게,1.0
자세히,1.0
자세히 살피다,1.0
자세히 살핌,1.0
자송,-1.0
자송하다,-1.0
자신 있게,1.0
자신감,1.0
자신에게 해가,-2.0
자신을 옭아 묶다,-2.0
자신을 옭아 묶음,-2.0
자신을 책망하다,-2.0
자신을 책망함,-2.0
자신의 결함이나,-1.0
자신의 이익만을,-1.0
자신의 재능을,1.0
자신하다,1.0
자애로,2.0
자애를,2.0
자애를 베푸는,2.0
자연 그대로,1.0
자연스럽게,1.0
자연스럽게 보이다,1.0
자연스럽다,1.0
자연스럽지 못하게,-1.0
자연스럽지 아니하게,-1.0
자연스럽지 아니하다,-1.0
자연스럽지 않다,-1.0
자연의 아름다운,1.0
자유가 제한되거나,-1.0
자유로운,1.0
자유로운 상태가,1.0
자유롭게,1.0
자유롭게 함,1.0
자유를 침해함으로써,-1.0
자제력을 잃다,-1.0
자제력을 잃어,-1.0
자주 사용되다,1.0
자주 앓다,-1.0
자주 하다,1.0
자증을 내며,-1.0
자지 못하는,-1.0
자지러지게,1.0
자지러지도록,-1.0
자지러지도록 꼴로,-1.0
자지러질,-1.0
자질,1.0
자질구레한,-1.0
자질구레한 것까지,-1.0
자질을 겸손하게,1.0
자책,-1.0
자책하다,-1.0
자폐하다,-2.0
자포자기,-1.0
자포자기하다,-1.0
자포하다,-1.0
자해,-2.0
자해하다,-1.0
작고 귀여운,2.0
작붕,-1.0
작품이 사랑받고,1.0
잔꾀로,-1.0
잔뜩 벼르다,-1.0
잔부끄러움,-1.0
잔소리,-1.0
잔소리나,-1.0
잔소리나 푸념을,-1.0
잔소리를,-1.0
잔소리를 하거나,-1.0
잔인하다,-2.0
잔인한,-2.0
잔인한 모양,-2.0
잔인한 사람을,-2.0
잔인한 형벌에,-2.0
잗달고,-2.0
잘,1.0
잘 가다듬어,2.0
잘 간직하여,2.0
잘 다듬어져,2.0
잘 다스려,2.0
잘 다스리는,2.0
잘 다스림,2.0
잘 다투는,-2.0
잘 다투다,-2.0
잘 대우하다,2.0
잘 대우하여,2.0
잘 들다,2.0
잘 떠벌리다,-1.0
잘 먹거나,2.0
잘 먹거나 마시다,2.0
잘 먹다,2.0
잘 먹음으로써,2.0
잘 모르거나,-1.0
잘 몰라서,-1.0
잘 못하거나,-2.0
잘 받아,2.0
잘 보살펴,2.0
잘 사귀는,2.0
잘 살려,2.0
잘 살핌,2.0
잘 싸우다,1.0
잘 싸움,1.0
잘 아는,2.0
잘 안될까,-1.0
잘 알다,2.0
잘 알아,2.0
잘 알아서,2.0
잘 어울려,2.0
잘 어울리는,2.0
잘 어울리다,2.0
잘 어울리어,2.0
잘 어울림,2.0
잘 여문,2.0
잘 여물다,2.0
잘 이끌어,2.0
잘 익거나,2.0
잘 익다,2.0
잘 있는,2.0
잘 자라게,2.0
잘 정돈되어,2.0
잘 조화되어,2.0
잘 지내거나,2.0
잘 지켜,2.0
잘 진행되다,2.0
잘 진행되어,2.0
잘 짓는,2.0
잘 처리되다,2.0
잘 처리하다,2.0
잘 팔리다,2.0
잘 해낼,2.0
잘난 체,-1.0
잘난 체하거나,-1.0
잘난 체하고,-1.0
잘난 체하는,-1.0
잘난 체하다,-1.0
잘난 체하며,-1.0
잘난 체하여,-1.0
잘되고,2.0
잘되다,2.0
잘되어,2.0
잘되어 가게,2.0
잘되어 가는,2.0
잘되어 가다,2.0
잘되지 못하도록,-1.0
잘되지 아니하고,-1.0
잘된,2.0
잘된 것을,2.0
잘된 작품,2.0
잘될,2.0
잘될 가능성이,2.0
잘됨,2.0
잘망스럽게,-1.0
잘먹다,2.0
잘못,-2.0
잘못 기입함,-1.0
잘못 생각하다,-2.0
잘못 써서,-2.0
잘못 판단하거나,-2.0
잘못되기를 바라면서,-2.0
잘못되는,-2.0
잘못되는 것을,-2.0
잘못되어,-2.0
잘못되었거나,-2.0
잘못되었을,-2.0
잘못되었을 때도,-2.0
잘못되지 아니하도록,2.0
잘못된,-2.0
잘못된 것을,-2.0
잘못된 것이 없이,1.0
잘못된 견해,-2.0
잘못된 대답을,-2.0
잘못된 염탐,-2.0
잘못된 일이,-1.0
잘못된 허물을,-2.0
잘못에,-2.0
잘못에 대하여,-2.0
잘못을,-2.0
잘못을 고쳐,1.0
잘못을 깨치고,0.0
잘못을 꾸짖거나,-2.0
잘못을 꾸짖다,-2.0
잘못을 꾸짖음,-2.0
잘못을 뉘우치고,1.0
잘못을 용서함,1.0
잘못을 인정하고,1.0
잘못을 저지른,-2.0
잘못을 지적받거나,-2.0
잘못이,-2.0
잘못이 생겨나게,-2.0
잘못이나,-2.0
잘못이나 결함을,-2.0
잘못하거나,-2.0
잘못하다,-2.0
잘못하다가는 꼴로,-2.0
잘못하면 꼴로,-2.0
잘못하여,-2.0
잘못함,-2.0
잘빠진,1.0
잘생겨,2.0
잘생겨 보기에,2.0
잘생기다,2.0
잘생긴,1.0
잘아지고,-1.0
잘하는,2.0
잘하는 것이,2.0
잘하는 능력이,2.0
잘하다,2.0
잘하지 못하는,-2.0
잘하지 못하여,-2.0
잘한,2.0
잘한 일을,2.0
잘해,2.0
잘해 나가다,2.0
잘해 내는,2.0
잘해 내지 못하는,-2.0
잡념을 없애고,1.0
잡되고,-2.0
잡되고 상스럽다,-2.0
잡스러운,-2.0
잡스러운 느낌이,-2.0
잡스럽게,-2.0
잡스럽게 굴다,-2.0
잡스럽다,-2.0
잡아 뜯거나,-1.0
잡지 못하게,-1.0
잡지 못하는 상태로,-1.0
잡지 못하다,-1.0
장난삼아,-1.0
장난삼아 하는,-1.0
장난스럽게,-1.0
장난이 심하고,-1.0
장애,-2.0
장애가,-2.0
장애가 따르고,-2.0
장애가 있어,-2.0
장애로,-2.0
장애를,-2.0
장애를 만나,-2.0
장애를 받거나,-2.0
장애를 받아,-2.0
장애물을,-2.0
장애물을 헤치다,1.0
장애인,-2.0
장엄한,2.0
장엄한 상,1.0
장점,2.0
장점을,2.0
장점을 인정하거나,1.0
장점을 취하여,1.0
장점이다,2.0
장하다,2.0
장학금,1.0
재난,-2.0
재난을,-1.0
재난을 이르는,-1.0
재능,1.0
재능을,1.0
재능을 가진,1.0
재능을 겸손하게,1.0
재능을 알고,1.0
재능이라는,1.0
재능이라는 뜻으로,1.0
재물에 인색한,-2.0
재물을 가로채서,-1.0
재물을 탐내어,-1.0
재물을 탐하는,-1.0
재물이 넉넉하거나,1.0
재미,2.0
재미가,1.0
재미가 없게,-1.0
재미가 없다,-1.0
재미가 있어,2.0
재미를 붙여,1.0
재미없다,-1.0
재미있게,2.0
재미있는,2.0
재미있는 국면,2.0
재미있는 말을,2.0
재미있는 일을,2.0
재미있다,2.0
재밌는,2.0
재발하거나,-1.0
재산 범죄,-1.0
재산이 넉넉하다,1.0
재수 없게,-2.0
재앙,-2.0
재앙이,-2.0
재앙이나,-2.0
재주,1.0
재주가 뛰어나고,2.0
재주가 뛰어나다,2.0
재주가 뛰어난,2.0
재주가 뛰어남,2.0
재주가 무디다,-1.0
재주가 있고,1.0
재주를,1.0
재주를 가진,1.0
재주와 지혜가,1.0
재질이 뛰어나고,2.0
재촉하다,-1.0
재촉하여,-1.0
재촉하여 몰아대다,-1.0
재치,1.0
재치 있고,1.0
재치가 있고,1.0
재치가 있다,2.0
재치있다,1.0
재해를 소멸시키다,1.0
재해를 입은,-2.0
재해와,-2.0
재해와 돌림병을,-2.0
잴뚝대다,-1.0
저급,-1.0
저급하다,-1.0
저급한,-2.0
저는,-1.0
저는 모양,-1.0
저렴하다,1.0
저리거나,-1.0
저리거나 아픈,-1.0
저리고,-1.0
저리다,-1.0
저린,-1.0
저린 느낌,-1.0
저린 느낌이,-1.0
저린 듯하다,-1.0
저린 듯한,-1.0
저릿한,-1.0
저릿한 느낌,-1.0
저버리다,-2.0
저절로 무너짐,-1.0
저주,-2.0
저주의,-2.0
저주의 뜻으로,-2.0
저주하는,-2.0
저주하는 말,-2.0
저주하는 말을,-2.0
저주하여,-2.0
저지른,-1.0
저지른 일,-1.0
저지른 잘못에,-1.0
저지른 죄과나,-1.0
저질러진 범죄,-2.0
저품질,-1.0
저하되다,-1.0
저하시키다,-1.0
적극,1.0
적극 찾아서,1.0
적극적으로,1.0
적극적으로 다가가,1.0
적극적이다,-1.0
적극적인,1.0
적극적인 마음,1.0
적당하게,1.0
적당하게 맞추어,1.0
적당하다,1.0
적당하지 아니하게,-1.0
적당한,1.0
적당히 좋아하는,1.0
적대적으로,-2.0
적대적으로 대하다,-2.0
적수를 미워하다,-2.0
적용하기에 어려운,-1.0
적의 앞잡이,-1.0
적절치 아니하다,-2.0
적절하게,1.0
적절하게 이어져,1.0
적절하게 처리하는,1.0
적절한,2.0
적절한 예,1.0
적절히,2.0
적합하다,1.0
적합하도록,1.0
적합하도록 만들어지다,1.0
적확한,1.0
적확한 견해,1.0
전문가,1.0
전문적 지식,1.0
전부 게워,-1.0
전성,1.0
전염되는 병,-2.0
전염병,-1.0
전전긍긍,-2.0
전전긍긍하다,-2.0
전혀 모르거나,-1.0
전혀 없는,-1.0
절개가 굳은,1.0
절거나,-1.0
절다,-1.0
절도질,-2.0
절망,-2.0
절망스럽다,-2.0
절망에,-2.0
절망에 빠져,-2.0
절망으로,-2.0
절망적이다,-2.0
절망하다,-2.0
절며,-1.0
절며 걷는,-1.0
절며 걷다,-1.0
절면서,-1.0
절면서 걷는,-1.0
절면서 걷다,-1.0
절박하다,-1.0
절실하게,0.0
절실하다,0.0
절절매다,-1.0
절친,2.0
젊고,1.0
젊고 건강하여,1.0
젊다,1.0
젊은,2.0
점잖게,2.0
점잖고,2.0
점잖고 엄숙하게,2.0
점잖다,2.0
점잖은,2.0
점잖은 사람,2.0
점잖이,2.0
점잖이 아니하게,-2.0
점잖지 못하거나,-1.0
점잖지 못하게,-1.0
점잖지 못하고,-2.0
점잖지 못한,-1.0
점잖지 아니하게,-2.0
점잖지 아니하여,-2.0
점잖지 않다,-1.0
점점 긴장되다,-1.0
접대하다,1.0
접대함,1.0
정,1.0
정결히,1.0
정겹고,2.0
정겹고 고분고분하게,2.0
정겹고 고분고분하다,2.0
정겹다,2.0
정교하고,1.0
정교하고 아름답다,2.0
정교한,1.0
정기가 없이,-1.0
정다운,2.0
정다운 맛이 없고,-2.0
정다운 이야기,2.0
정답게,2.0
정답게 안는,2.0
정답게 웃는,2.0
정답게 웃다,2.0
정답게 이르거나,1.0
정답게 이르는,2.0
정답게 이야기하거나,2.0
정답게 자꾸,2.0
정답게 주고받다,2.0
정답게 지내는,2.0
정답게 지저귀다,2.0
정답게 지저귐,2.0
정답게 흘러가는,2.0
정답고,2.0
정답고 귀엽게,2.0
정답고 포근하게,2.0
정답고 환하게,2.0
정답다,2.0
정답지 않고,-2.0
정당하게,1.0
정당하지 못한,-2.0
정당하지 않은,-2.0
정당한,1.0
정당한 길,1.0
정당한 도리,1.0
정도가 높다,1.0
정도가 심하거나,-1.0
정도가 심하게,-1.0
정도가 지나쳐서,-1.0
정도가 지나친,-1.0
정도에 넘침,-1.0
정돈되어,1.0
정돈되어 말끔하게,1.0
정돈되어 말끔하다,1.0
정돈되어 시원스럽게,1.0
정돈되지 아니하여,-2.0
정돈이 되지 아니하여,-2.0
정돈하다,1.0
정밀하고,1.0
정밀하고 미세함,1.0
정밀하지 못하고,-1.0
정밀한,1.0
정분이,1.0
정분이 나서,1.0
정분이 두텁게,1.0
정분이 두텁다,1.0
정상,1.0
정상을 벗어난,-1.0
정성껏,1.0
정성스럽다,1.0
정성스레,1.0
정성스레 대하거나,1.0
정성으로,2.0
정성을,1.0
정성을 겸손하게,1.0
정성을 기울이다,1.0
정성을 나타내다,1.0
정성을 다하여,1.0
정성을 다함,1.0
정성을 들인,1.0
정성이,1.0
정성이 미치는,1.0
정성이나,1.0
정성이나 노력,1.0
정성이나 성의가,1.0
정신 분열병,-2.0
정신 분열병과,-1.0
정신 질환,-2.0
정신병,-2.0
정신병 환자,-1.0
정신없다,-1.0
정신없이,-1.0
정신을 못 차리고,-2.0
정신을 어지럽게,-1.0
정신을 잃고,-2.0
정신을 잃는,-1.0
정신을 잃는다,-2.0
정신을 잃을,-1.0
정신을 차리지 못하고,-2.0
정신의 이상이나,-1.0
정신이 까무러질,-1.0
정신이 나가거나,-1.0
정신이 나간 것처럼,-1.0
정신이 멀쩡하다,1.0
정신이 멍하고,-1.0
정신이 아득하고,-1.0
정신이 아찔하여,-1.0
정신이 어리벙벙하여,-1.0
정신이 어지럽게,-1.0
정신이 어지럽다,-1.0
정신이 어지럽도록,-1.0
정신이 얼떨떨하여,-1.0
정신이 없고,-1.0
정신이 혼미해지고,-1.0
정신이 흐려서,-1.0
정신이 흐려져,-1.0
정신이 흐려지고,-1.0
정신이 흐려진다,-1.0
정신이 흐리고,-1.0
정신이 흐릿하여,-1.0
정신적 고통이,-2.0
정신적으로 보탬이,1.0
정신적으로 편안하고,1.0
정신질환,-2.0
정연하게,1.0
정열,1.0
정을 끊고,-1.0
정을 통하다,1.0
정의롭다,1.0
정의를,1.0
정의를 위한,1.0
정이 깊게,1.0
정이 넘칠,1.0
정이 두텁고,2.0
정이 두텁다,2.0
정이 들어,1.0
정이 많게,1.0
정이 맺어지다,1.0
정이 맺어짐,1.0
정이 버성기어,-1.0
정이 없고,-1.0
정이 없이,-1.0
정정당당하다,2.0
정정당당한,2.0
정정당당한 태도로,2.0
정조가 굳고,2.0
정조를 빼앗겨,-1.0
정조를 지키지 아니하다,-1.0
정중하게,1.0
정중하다,2.0
정중한,1.0
정중한 부탁이나,1.0
정중히,1.0
정직하지 못한,-1.0
정처 없이,-1.0
정치를 잘하다,1.0
정하다,1.0
정함이 없이,-1.0
정해지지 못하고,-1.0
정확하게,1.0
정확하고,1.0
정확한,1.0
제 마음대로,-1.0
제 분수를 잊어버리고,-1.0
제격에 맞지 않고,-1.0
제대로,1.0
제대로 되지 않아,-2.0
제대로 이루어지다,1.0
제대로 하지 못하고,-2.0
제대로 하지 아니하는,-2.0
제대로 하지 아니하다,-1.0
제때에,1.0
제때에 내리는,1.0
제맛이 나지 아니하고,-1.0
제맛이 나지 않고,-1.0
제멋대로,-1.0
제멋대로 날아가다,-1.0
제멋대로 내버려지다,-1.0
제멋대로 움직이거나,-1.0
제법 예쁜,2.0
제일 잘하다,2.0
제정신을 잃고,-1.0
제정신을 차리지 못하게,-1.0
제쳐 놓고,-1.0
제한되거나,-1.0
제한적,-2.0
제한적인,-2.0
제힘에 겨운,-1.0
제힘에 겨운 일에,-1.0
져서,-1.0
조건에 맞아,1.0
조건에 어울리게,1.0
조건을 개선하고,1.0
조걸위악하다,-2.0
조금 거만스럽게,-1.0
조금 거북하다,-2.0
조금 거추장스러워서,-2.0
조금 거추장스럽게,-2.0
조금 괴롭게,-2.0
조금 굼뜨고,-1.0
조금 까다롭게,-1.0
조금 까불며,-1.0
조금 깨끗하고,1.0
조금 나빠진,-2.0
조금 다침,-1.0
조금 답답할,-1.0
조금 되바라지게,-1.0
조금 떠들썩하게,-1.0
조금 머뭇거리거나,-1.0
조금 머뭇머뭇하거나,-1.0
조금 멋없게,-2.0
조금 멋없이,-2.0
조금 모자란,-1.0
조금 못마땅하게,-2.0
조금 밉살스럽고,-2.0
조금 방해가,-2.0
조금 비뚤어져,-1.0
조금 설레는,1.0
조금 성가실,-2.0
조금 소란스럽게,-1.0
조금 수선스럽게,-1.0
조금 수선스럽다,-1.0
조금 시들하다,-1.0
조금 시원스럽게,1.0
조금 싫증이,-2.0
조금 쓴,-1.0
조금 아둔하고,-1.0
조금 안타깝게,-1.0
조금 암상스럽게,-2.0
조금 약빠르고,-1.0
조금 어지러운,-1.0
조금 어지럽게,-1.0
조금 언짢거나,-2.0
조금 언짢고,-2.0
조금 염치없이,-1.0
조금 요란하게,-1.0
조금 우그러져,-1.0
조금 우악스럽게,-1.0
조금 우직하고,-1.0
조금 위태롭게,-1.0
조금 자린,-1.0
조금 짖궂은,-1.0
조금 천박하게,-1.0
조금 치사하고,-1.0
조금 타분하다,-1.0
조금 투덜거리는,-1.0
조금 투덜거리다,-1.0
조금 틀어진,-1.0
조금 푸근하게,1.0
조금 훤하게,1.0
조금 희미해져서,-1.0
조금 힘없이,-1.0
조금만 앓아도,-1.0
조금씩 쓰리며,-1.0
조급하게,-1.0
조급하게 구는,-1.0
조급하게 볶아치는,-1.0
조급하게 볶아치다,-1.0
조급하여,-1.0
조급한,-1.0
조급한 마음으로,-1.0
조급해지고,-1.0
조롱하거나,-1.0
조롱하다,-1.0
조롱할 때,-2.0
조르거나,-1.0
조르는,-1.0
조르는 데가,-1.0
조르는 모양,-1.0
조리 없는,-2.0
조리 없이,-2.0
조리 있게,1.0
조리가 있고,1.0
조리에 맞지 아니하는,-2.0
조마조마하게,-1.0
조마조마하게 지내다,-1.0
조마조마하다,-1.0
조마조마하여,-1.0
조마조마한,-1.0
조마조마한 느낌,-1.0
조마조마한 모양,-1.0
조마조마함,-1.0
조바심,-1.0
조바심이,-1.0
조바심이 나거나,-1.0
조바심이 나다,-1.0
조바심이 나서,-1.0
조바심하며,-1.0
조바심하며 자는,-1.0
조바심하며 자다,-1.0
조상을 욕되게,-2.0
조심성 없이,-1.0
조심성이 없고,-1.0
조심스러움,1.0
조심스럽게,1.0
조심스럽지 못하고,-1.0
조심스럽지 아니하고,-1.0
조심스럽지 않은,-1.0
조심하다,-1.0
조심함,-1.0
조여들다,-1.0
조용하며 찬찬하다,1.0
조용하며 찬찬한,1.0
조용한 느낌이,1.0
조용히 우는,-1.0
조잡하다,-1.0
조잡한,-1.0
조직의 괴사가,-1.0
조직이 썩는,-1.0
조직이나 기구 따위가 무너지거나 흔들리지 아니하는 상태로,1.0
조촐하지 못하여,-2.0
조화,2.0
조화되어,2.0
조화된,2.0
조화된 자세를,2.0
조화로운,2.0
조화로움,2.0
조화롭고,2.0
조화롭고 포괄적인,2.0
조화롭다,2.0
조화를,2.0
조화를 이루다,2.0
조화를 이루도록,2.0
조화시키고,2.0
조화시키고 창조하는,2.0
족치는,-2.0
족치는 일,-2.0
존경,1.0
존경받는,2.0
존경받는 벗,2.0
존경받다,2.0
존경스럽거나,2.0
존경스럽거나 사랑스러운,2.0
존경의,2.0
존경의 뜻을,2.0
존경하는,2.0
존경하는 마음으로,2.0
존경하는 사람,2.0
존경하다,1.0
존경할 만한,2.0
존귀하고,2.0
존귀한,2.0
존귀한 사람이라는,2.0
존귀한 성과,2.0
존대를,2.0
존망,-1.0
존멸,-1.0
존멸하다,-1.0
존못,-2.0
존속하다,0.0
존예,2.0
존잘,2.0
존중,1.0
존중하다,1.0
존중할 만하다,2.0
졸도,-2.0
졸아들고,-1.0
졸이는 마음,-1.0
졸임,-1.0
좀 거친,-1.0
좀 고까워하는,-2.0
좀 괴이쩍게,-1.0
좀 답답하거나,-1.0
좀 뚝뚝하고,-1.0
좀 막히는,-1.0
좀 막히다,-1.0
좀 보드랍고,1.0
좀 볼품없이,-2.0
좀 부드럽고,1.0
좀 불평스럽게,-2.0
좀 성기게,-1.0
좀 안타깝거나,-1.0
좀 어색하고,-1.0
좀 천박하게,-2.0
좀 천하다,-2.0
좀도둑,-1.0
좀스러워,-2.0
좀스럽게,-2.0
좀스럽게 계속,-2.0
좀스럽게 구는,-2.0
좀스럽게 굴다,-2.0
좀스럽게 꼬물거리는,-2.0
좀스럽게 꾸물거리다,-2.0
좀스럽게 눈치를,-2.0
좀스럽게 말하다,-2.0
좀스럽게 못된,-1.0
좀스럽게 부산을,-1.0
좀스럽게 생긴,-2.0
좀스럽게 움직이는,-2.0
좀스럽게 움직이다,-2.0
좀스럽게 자꾸,-2.0
좀스럽게 지껄이는,-2.0
좀스럽게 짓궃은,-2.0
좀스럽게 짖궂은,-2.0
좀스럽게 충동질을,-2.0
좀스럽게 하다,-2.0
좀스럽게 혼잣말로,-2.0
좀스럽고,-2.0
좀스럽고 까다롭다,-2.0
좀스럽고 비굴하게,-2.0
좀스럽다,-2.0
좀이 생긴,-1.0
좁고 옹졸한,-2.0
좁은 소견으로,-1.0
종기가,-1.0
종기가 나는,-1.0
종말,-1.0
종알거리거나,-1.0
종알종알 군소리를,-1.0
종이 되다,-1.0
종횡무진,0.0
좆같다,-2.0
좆같이,-2.0
좆다,-1.0
좆심,-1.0
좇다,0.0
좋거나,2.0
좋거나 아름답다고,2.0
좋거나 훌륭하다,2.0
좋게,2.0
좋게 고치기,2.0
좋게 고치다,2.0
좋게 꼴로,2.0
좋게 나서서,2.0
좋게 나아가다,2.0
좋게 되다,2.0
좋게 만들다,2.0
좋게 만들어지다,2.0
좋게 발전할,2.0
좋게 생각하여,2.0
좋게 여기는,2.0
좋게 여기다,2.0
좋게 여김,2.0
좋게 탐스러운,2.0
좋게 탐스럽다,2.0
좋게 퍼져서,2.0
좋게 평가하여,2.0
좋게 하다,2.0
좋고,2.0
좋고 굉장하게,2.0
좋고 옳은,2.0
좋다,2.0
좋다고,2.0
좋다고 판단하여,2.0
좋도록 주선하는,2.0
좋도록 주선하다,2.0
좋아,2.0
좋아 보이거나,2.0
좋아서,2.0
좋아서 탐스러운,2.0
좋아지내다,2.0
좋아지다,2.0
좋아하거나,2.0
좋아하거나 즐기다,2.0
좋아하고,2.0
좋아하는,2.0
좋아하는 것,2.0
좋아하는 기운,2.0
좋아하는 대상,2.0
좋아하는 마음,2.0
좋아하는 마음이,2.0
좋아하다,2.0
좋아하여,2.0
좋아하여 애착을,2.0
좋아함,2.0
좋아해,2.0
좋으면,2.0
좋은,2.0
좋은 결과나,2.0
좋은 경치,2.0
좋은 경치를,2.0
좋은 곳,2.0
좋은 곳을,2.0
좋은 과보,2.0
좋은 기회나,2.0
좋은 기회를,2.0
좋은 길로,2.0
좋은 내용을,2.0
좋은 냄새와,2.0
좋은 느낌,2.0
좋은 느낌을,2.0
좋은 대책과,2.0
좋은 대책을,2.0
좋은 데가,2.0
좋은 말글,2.0
좋은 맛,2.0
좋은 반응이,2.0
좋은 복장,2.0
좋은 사람,2.0
좋은 산과,2.0
좋은 상태로,2.0
좋은 생각이,2.0
좋은 석탄을,2.0
좋은 성과를,2.0
좋은 시절,2.0
좋은 옷을,2.0
좋은 운수,2.0
좋은 운수를,2.0
좋은 유전,2.0
좋은 음식,2.0
좋은 음식을,2.0
좋은 일,2.0
좋은 일을,2.0
좋은 일이,2.0
좋은 점이나,2.0
좋은 특성,2.0
좋은 풍채,2.0
좋은 풍채를,2.0
좋은 향기가,2.0
좋은 황금을,2.0
좋은가봉가,1.0
좋은일하기운동,2.0
좋을,2.0
좋을 정도라서,2.0
좋을 정도로,2.0
좋음,2.0
좋음을,2.0
좋음을 이르는,2.0
좋지 못하여,-2.0
좋지 못한,-2.0
좋지 못한 상황에,-2.0
좋지 아니하거나,-2.0
좋지 아니하게,-2.0
좋지 아니하다,-2.0
좋지 아니한,-2.0
좋지 않거나,-2.0
좋지 않게,-2.0
좋지 않다,-2.0
좋지 않아서,-2.0
좋지 않은,-2.0
좌빨,-1.0
좌욕,-2.0
좌절,-2.0
좌절하다,-2.0
좌좀,-1.0
죄,-2.0
죄 있는,-2.0
죄가,-2.0
죄가 될,-2.0
죄가 없음을,1.0
죄가 있는,-2.0
죄과나 잘못에,-2.0
죄를,-2.0
죄를 고백하고,1.0
죄를 다시,-1.0
죄를 도리어,-2.0
죄를 저지르다,-2.0
죄를 저지름,-2.0
죄를 주던,-2.0
죄를 지어,-2.0
죄를 지은,-2.0
죄를 짓거나,-2.0
죄범,-2.0
죄송히,-1.0
죄수,-2.0
죄스러울,-2.0
죄스러울 정도로,-2.0
죄스럽다,-2.0
죄악 망상,-2.0
죄악감,-2.0
죄악관영,-2.0
죄악관영하다,-2.0
죄악만을,-2.0
죄악만을 남긴,-2.0
죄악만을 남긴 악정,-2.0
죄악사,-2.0
죄악상,-2.0
죄악스럽다,-2.0
죄악스레,-2.0
죄악시,-2.0
죄악시되다,-2.0
죄악시하다,-2.0
죄악에,-2.0
죄악에 차,-2.0
죄악으로,-2.0
죄악으로 가득,-2.0
죄악으로 가득 차,-2.0
죄악으로 보거나,-2.0
죄악으로 여겨지다,-2.0
